artwork_id,catalog_title,catalog_artist,object_type,source_provider,source_page,source_identifier,source_filename,local_cached_asset_path,rights_status,license,match_method,wikidata_label,wikidata_inventory,wikidata_p18,wikidata_louvre_linked,identity_evidence,identity_status,token_overlap,title_overlap
cl010114143,Intaille : la musique,,,wikimedia_commons,"https://commons.wikimedia.org/wiki/File:Annibale_Carracci,_Adorazione_dei_pastori,_Louvre.jpg",Q18572451,"Annibale_Carracci,_Adorazione_dei_pastori,_Louvre.jpg",,APPROVED,Public domain,wikidata_p217_inventory_exact,Nativity,INV 193;MR 111,"Annibale Carracci, Adorazione dei pastori, Louvre.jpg",False,old P217 match lacks Louvre collection/location constraint; source title/filename/attribution disagree with catalog identity,QUARANTINED_MISMATCH,0.0,0.0
cl010258031,manche de patère,,,wikimedia_commons,https://commons.wikimedia.org/wiki/File:Manche_de_pat%C3%A8re_en_forme_de_serpent_mangeant_une_cigale_-_Mus%C3%A9e_du_Louvre_AGER_Br_3059.jpg,Q118220251,Manche_de_patère_en_forme_de_serpent_mangeant_une_cigale_-_Musée_du_Louvre_AGER_Br_3059.jpg,,APPROVED,CC0,wikidata_p217_inventory_exact,manche de patère,Br 3059,Manche de patère en forme de serpent mangeant une cigale - Musée du Louvre AGER Br 3059.jpg,False,old P217 match lacks Louvre collection/location constraint; Wikidata P217 does not match catalog inventory,QUARANTINED_MISMATCH,0.125,0.2
cl010256830,applique de bijou,,,wikimedia_commons,https://commons.wikimedia.org/wiki/File:Griffin_protome_Louvre_Bj39.jpg,Q126679242,Griffin_protome_Louvre_Bj39.jpg,,APPROVED,Public domain,wikidata_p217_inventory_exact,applique de bijou,Bj 39;MNC 2378,Griffin protome Louvre Bj39.jpg,False,insufficient strong identity evidence,UNRESOLVED,0.1667,0.3333
cl010257549,couvercle de miroir,,,wikimedia_commons,https://commons.wikimedia.org/wiki/File:Couvercle_de_miroir_avec_d%C3%A9cor_d%27%C3%89ros_sur_un_dauphin_et_cygnes_-_Mus%C3%A9e_du_Louvre_AGER_MNC_1376.B_;_Br_1704.1.jpg,Q124792329,Couvercle_de_miroir_avec_décor_d'Éros_sur_un_dauphin_et_cygnes_-_Musée_du_Louvre_AGER_MNC_1376.B_;_Br_1704.1.jpg,,APPROVED,CC0,wikidata_p217_inventory_exact,Couvercle de miroir avec décor d'Éros sur un dauphin et cygnes,Br 1704.1;MNC 1376.B,Couvercle de miroir avec décor d'Éros sur un dauphin et cygnes - Musée du Louvre AGER MNC 1376.B ; Br 1704.1.jpg,False,insufficient strong identity evidence,UNRESOLVED,0.1,0.1429
cl010020762,vase à onguent,,,wikimedia_commons,https://commons.wikimedia.org/wiki/File:Cercueil_de_Chelidona_-_Mus%C3%A9e_du_Louvre_Antiquit%C3%A9s_%C3%A9gyptiennes_N_2576_B_;_CC_243.jpg,Q119437469,Cercueil_de_Chelidona_-_Musée_du_Louvre_Antiquités_égyptiennes_N_2576_B_;_CC_243.jpg,,APPROVED,CC0,wikidata_p217_inventory_exact,Cercueil de Chelidona,CC 243;N 2576 B,Cercueil de Chelidona - Musée du Louvre Antiquités égyptiennes N 2576 B ; CC 243.jpg,False,old P217 match lacks Louvre collection/location constraint; Wikidata P217 does not match catalog inventory,QUARANTINED_MISMATCH,0.1667,0.0
cl010112776,Ecran de feu,,,wikimedia_commons,"https://commons.wikimedia.org/wiki/File:Painting_of_the_family_of_Ferdinando_IV_(Angelica_Kauffmann,_1782).jpg",Q19985096,"Painting_of_the_family_of_Ferdinando_IV_(Angelica_Kauffmann,_1782).jpg",,APPROVED,Public domain,wikidata_p217_inventory_exact,Ferdinand I and His Family,OA 6557,"Painting of the family of Ferdinando IV (Angelica Kauffmann, 1782).jpg",False,old P217 match lacks Louvre collection/location constraint; source title/filename/attribution disagree with catalog identity,QUARANTINED_MISMATCH,0.0,0.0
cl010154081,brique,,,wikimedia_commons,https://commons.wikimedia.org/wiki/File:Pillar_Gudea_Louvre_AO388.jpg,Q87479639,Pillar_Gudea_Louvre_AO388.jpg,,APPROVED,Public domain,wikidata_p217_inventory_exact,Pillar of Gudea-AO 388,AO 388,Pillar Gudea Louvre AO388.jpg,False,old P217 match lacks Louvre collection/location constraint; Wikidata P217 does not match catalog inventory; source title/filename/attribution disagree with catalog identity,QUARANTINED_MISMATCH,0.0,0.0
cl010262830,arula,,,wikimedia_commons,https://commons.wikimedia.org/wiki/File:Arula_avec_d%C3%A9cor_du_combat_d%27H%C3%A9rakl%C3%A8s_contre_Triton_-_Mus%C3%A9e_du_Louvre_AGER_CA_5956.jpg,Q16329119,Arula_avec_décor_du_combat_d'Héraklès_contre_Triton_-_Musée_du_Louvre_AGER_CA_5956.jpg,,APPROVED,CC0,wikidata_p217_inventory_exact,Arula - Louvre CA 5956,CA 5956,Arula avec décor du combat d'Héraklès contre Triton - Musée du Louvre AGER CA 5956.jpg,False,insufficient strong identity evidence,UNRESOLVED,0.0588,0.0909
cl010275639,inscription,,,wikimedia_commons,https://commons.wikimedia.org/wiki/File:Honorific_inscription_Athens_Louvre_Ma156.jpg,Q20018455,Honorific_inscription_Athens_Louvre_Ma156.jpg,,APPROVED,Public domain,wikidata_p217_inventory_exact,"Honorific inscription praising Aristoxenos, son of Demophon",LL 159;Ma 156,Honorific inscription Athens Louvre Ma156.jpg,False,insufficient strong identity evidence,UNRESOLVED,0.0625,0.1111
cl010373902,figue de sycomore,,,wikimedia_commons,https://commons.wikimedia.org/wiki/File:Marcus_Aurelius_Louvre_MR561_n02.jpg,Q137606598,Marcus_Aurelius_Louvre_MR561_n02.jpg,,APPROVED,CC BY 2.5,wikidata_p217_inventory_exact,Portrait of Marcus Aurelius,MR 561;Ma 1166;N 1416,Marcus Aurelius Louvre MR561 n02.jpg,False,old P217 match lacks Louvre collection/location constraint; source title/filename/attribution disagree with catalog identity,QUARANTINED_MISMATCH,0.0,0.0
cl010004929,modèle de sculpteur,,,wikimedia_commons,https://commons.wikimedia.org/wiki/File:Egypte_louvre_013.jpg,Q106689206,Egypte_louvre_013.jpg,,APPROVED,CC BY-SA 1.0,wikidata_p217_inventory_exact,poussin de caille,E 11129,Egypte louvre 013.jpg,False,old P217 match lacks Louvre collection/location constraint; source title/filename/attribution disagree with catalog identity,QUARANTINED_MISMATCH,0.0,0.0
cl010013456,statue cube,,,wikimedia_commons,https://commons.wikimedia.org/wiki/File:Louvre-Lens_(Abydos).JPG,Q112915104,Louvre-Lens_(Abydos).JPG,,APPROVED,CC BY-SA 4.0,wikidata_p217_inventory_exact,Homme accroupi (statue-cube inscrite) : offrande du roi au bénéfice d'un employé nommé Ser,A76;AF 576;N 77,Louvre-Lens (Abydos).JPG,False,insufficient strong identity evidence,UNRESOLVED,0.1,0.1429
cl010002360,Statue de Tiy et Amenhotep III,,,wikimedia_commons,https://commons.wikimedia.org/wiki/File:La_reine_Tiy_aux_c%C3%B4t%C3%A9s_du_roi_Am%C3%A9nophis_III_-_Mus%C3%A9e_du_Louvre_Antiquit%C3%A9s_%C3%A9gyptiennes_N_2312_;_E_25493_-_photo_2.jpg,Q15935142,La_reine_Tiy_aux_côtés_du_roi_Aménophis_III_-_Musée_du_Louvre_Antiquités_égyptiennes_N_2312_;_E_25493_-_photo_2.jpg,,APPROVED,CC0,wikidata_p217_inventory_exact,Queen Tiye,E 25493;N 2312,La reine Tiy aux côtés du roi Aménophis III - Musée du Louvre Antiquités égyptiennes N 2312 ; E 25493 - photo 2.jpg,False,old P217 match lacks Louvre collection/location constraint; Wikidata P217 does not match catalog inventory,QUARANTINED_MISMATCH,0.2,0.1111
cl010003776,Buste d'Akhénaton,,,wikimedia_commons,https://commons.wikimedia.org/wiki/File:Am%C3%A9nophis_IV-Akh%C3%A9naton_-_Mus%C3%A9e_du_Louvre_Antiquit%C3%A9s_%C3%A9gyptiennes_E_27112_-_photo_2.jpg,Q20890290,Aménophis_IV-Akhénaton_-_Musée_du_Louvre_Antiquités_égyptiennes_E_27112_-_photo_2.jpg,,APPROVED,CC0,wikidata_p217_inventory_exact,Akhenaten-E 27112,E 27112,Aménophis IV-Akhénaton - Musée du Louvre Antiquités égyptiennes E 27112 - photo 2.jpg,False,insufficient strong identity evidence,UNRESOLVED,0.25,0.1
cl010004172,statue de couple,,,wikimedia_commons,https://commons.wikimedia.org/wiki/File:Ankhudjes_and_Tepemnefret-E_25368-E_25369-IMG_9737-gradient.jpg,Q63385731,Ankhudjes_and_Tepemnefret-E_25368-E_25369-IMG_9737-gradient.jpg,,APPROVED,Public domain,wikidata_p217_inventory_exact,Ankhudjes and Tepemnefret-E 25368-E 25369,E 25368;E 25369,Ankhudjes and Tepemnefret-E 25368-E 25369-IMG 9737-gradient.jpg,False,old P217 match lacks Louvre collection/location constraint; source title/filename/attribution disagree with catalog identity,QUARANTINED_MISMATCH,0.0,0.0
cl010006304,statue porte enseigne,,,wikimedia_commons,https://commons.wikimedia.org/wiki/File:Standard_bearer-N_1575-IMG_0430-gradient.jpg,Q58485112,Standard_bearer-N_1575-IMG_0430-gradient.jpg,,APPROVED,CC BY-SA 3.0 fr,wikidata_p217_inventory_exact,Standard bearer-N 1575,N 1575,Standard bearer-N 1575-IMG 0430-gradient.jpg,False,old P217 match lacks Louvre collection/location constraint; source title/filename/attribution disagree with catalog identity,QUARANTINED_MISMATCH,0.0,0.0
cl010009796,plateau de jeu de tchaou,,,wikimedia_commons,https://commons.wikimedia.org/wiki/File:Plateau_de_jeu_de_tchaou_-_Mus%C3%A9e_du_Louvre_Antiquit%C3%A9s_%C3%A9gyptiennes_E_14449.jpg,Q120130376,Plateau_de_jeu_de_tchaou_-_Musée_du_Louvre_Antiquités_égyptiennes_E_14449.jpg,,APPROVED,CC0,wikidata_p217_inventory_exact,plateau de jeu de tchaou,E 14449,Plateau de jeu de tchaou - Musée du Louvre Antiquités égyptiennes E 14449.jpg,False,Wikidata P217 inventory + P18 file + strong title/metadata agreement,VERIFIED,0.5,0.375
cl010033473,stèle d'Horus,,,wikimedia_commons,https://commons.wikimedia.org/wiki/File:St%C3%A8le_d%27Horus_-_Mus%C3%A9e_du_Louvre_Antiquit%C3%A9s_%C3%A9gyptiennes_E_930.jpg,Q63350857,Stèle_d'Horus_-_Musée_du_Louvre_Antiquités_égyptiennes_E_930.jpg,,APPROVED,CC0,wikidata_p217_inventory_exact,Stele Horus on crocodiles-E 930,E 930,Stèle d'Horus - Musée du Louvre Antiquités égyptiennes E 930.jpg,False,Wikidata P217 inventory + P18 file + strong title/metadata agreement,VERIFIED,0.4,0.25
cl010037554,portrait de momie,,,wikimedia_commons,https://commons.wikimedia.org/wiki/File:Portrait_de_momie_-_Mus%C3%A9e_du_Louvre_Antiquit%C3%A9s_%C3%89gyptiennes_N_2733_1_;_LP_412_;_P_200.jpg,Q116963597,Portrait_de_momie_-_Musée_du_Louvre_Antiquités_Égyptiennes_N_2733_1_;_LP_412_;_P_200.jpg,,APPROVED,Public domain,wikidata_p217_inventory_exact,portrait de femme,LP 412;N 2733 1,Portrait de momie - Musée du Louvre Antiquités Égyptiennes N 2733 1 ; LP 412 ; P 200.jpg,False,Wikidata P217 inventory + P18 file + strong title/metadata agreement,VERIFIED,0.3077,0.2
cl010014478,stèle cintrée,,,wikimedia_commons,https://commons.wikimedia.org/wiki/File:Petrus_Johannes_van_Regemorter_-_Interieur_van_de_voormalige_Sint-Joriskerk_in_Antwerpen_-_1328_-_Royal_Museum_of_Fine_Arts_Antwerp.tiff,Q21618910,Petrus_Johannes_van_Regemorter_-_Interieur_van_de_voormalige_Sint-Joriskerk_in_Antwerpen_-_1328_-_Royal_Museum_of_Fine_Arts_Antwerp.tiff,,APPROVED,Public domain,wikidata_p217_inventory_exact,Interior of the Former Church of Saint George in Antwerp,1328,Petrus Johannes van Regemorter - Interieur van de voormalige Sint-Joriskerk in Antwerpen - 1328 - Royal Museum of Fine Arts Antwerp.tiff,False,old P217 match lacks Louvre collection/location constraint; Wikidata P217 does not match catalog inventory; source title/filename/attribution disagree with catalog identity,QUARANTINED_MISMATCH,0.0,0.0
cl010002359,Taharqa et Hémen,,,wikimedia_commons,https://commons.wikimedia.org/wiki/File:Taharqa_et_H%C3%A9men_-_Mus%C3%A9e_du_Louvre_Antiquit%C3%A9s_%C3%A9gyptiennes_E_25276.jpg,Q49473879,Taharqa_et_Hémen_-_Musée_du_Louvre_Antiquités_égyptiennes_E_25276.jpg,,APPROVED,CC0,wikidata_p217_inventory_exact,Taharqa presenting god Hemen with wine,E 25276,Taharqa et Hémen - Musée du Louvre Antiquités égyptiennes E 25276.jpg,False,Wikidata P217 inventory + P18 file + strong title/metadata agreement,VERIFIED,0.3333,0.2
cl010002919,figurine ; alabastron ; vase plastique,,,wikimedia_commons,https://commons.wikimedia.org/wiki/File:Vase_depicting_a_young_woman_carrying_an_alabastron-IMG_2298-gradient.jpg,Q66087602,Vase_depicting_a_young_woman_carrying_an_alabastron-IMG_2298-gradient.jpg,,APPROVED,CC BY-SA 3.0 fr,wikidata_p217_inventory_exact,Vase depicting a young woman carrying an alabastron,E 17186,Vase depicting a young woman carrying an alabastron-IMG 2298-gradient.jpg,False,insufficient strong identity evidence,UNRESOLVED,0.1333,0.1818
cl010003649,plaquette,,,wikimedia_commons,https://commons.wikimedia.org/wiki/File:David_von_Krafft_-_Nuori_nainen_-_S_268_-_Finnish_National_Gallery.jpg,Q20796962,David_von_Krafft_-_Nuori_nainen_-_S_268_-_Finnish_National_Gallery.jpg,,APPROVED,Public domain,wikidata_p217_inventory_exact,,S 268,David von Krafft - Nuori nainen - S 268 - Finnish National Gallery.jpg,False,old P217 match lacks Louvre collection/location constraint; Wikidata P217 does not match catalog inventory; source title/filename/attribution disagree with catalog identity,QUARANTINED_MISMATCH,0.0,0.0
cl010006103,statue de groupe,,,wikimedia_commons,https://commons.wikimedia.org/wiki/File:Senusret_and_daugther-N_1606-IMG_2953-gradient.jpg,Q84719515,Senusret_and_daugther-N_1606-IMG_2953-gradient.jpg,,APPROVED,CC BY-SA 3.0 fr,wikidata_p217_inventory_exact,Senusret and daugther-N 1606,N 1606,Senusret and daugther-N 1606-IMG 2953-gradient.jpg,False,old P217 match lacks Louvre collection/location constraint; source title/filename/attribution disagree with catalog identity,QUARANTINED_MISMATCH,0.0,0.0
cl010006294,égide et contrepoids de collier,,,wikimedia_commons,https://commons.wikimedia.org/wiki/File:Tauberbischofsheimer_Altar_(3).jpg,Q2396579,Tauberbischofsheimer_Altar_(3).jpg,,APPROVED,CC BY-SA 4.0,wikidata_p217_inventory_exact,Tauberbischofsheim altarpiece,993;994,Mathis Gothart Grünewald 058.jpg;Mathis Gothart Grünewald 060.jpg;Tauberbischofsheimer Altar (3).jpg,False,old P217 match lacks Louvre collection/location constraint; Wikidata P217 does not match catalog inventory; source title/filename/attribution disagree with catalog identity,QUARANTINED_MISMATCH,0.0,0.0
cl010006508,figurine ; vase plastique,,,wikimedia_commons,https://commons.wikimedia.org/wiki/File:Tawaret-E_14231-IMG_2306.JPG,Q66087744,Tawaret-E_14231-IMG_2306.JPG,,APPROVED,CC BY-SA 3.0 fr,wikidata_p217_inventory_exact,Tawaret-E 14231,E 14231,Tawaret-E 14231-IMG 2306.JPG,False,old P217 match lacks Louvre collection/location constraint; source title/filename/attribution disagree with catalog identity,QUARANTINED_MISMATCH,0.0,0.0
cl010007556,figurine d'Osiris ; figurine d'Isis ; figurine de donateur,,,wikimedia_commons,https://commons.wikimedia.org/wiki/File:Louis_Derickx_-_Storm.jpg,Q21618851,Louis_Derickx_-_Storm.jpg,,APPROVED,Public domain,wikidata_p217_inventory_exact,Thunderstorm,1256,Louis Derickx - Onweer - 1256 - Royal Museum of Fine Arts Antwerp.tiff;Louis Derickx - Storm.jpg,False,old P217 match lacks Louvre collection/location constraint; Wikidata P217 does not match catalog inventory; source title/filename/attribution disagree with catalog identity,QUARANTINED_MISMATCH,0.0,0.0
cl010011364,relief mural ; bloc de paroi,,,wikimedia_commons,https://commons.wikimedia.org/wiki/File:Boudin_view_of_Caudebec-en-Caux.jpg,Q18918066,Boudin_view_of_Caudebec-en-Caux.jpg,,APPROVED,CC BY-SA 4.0,wikidata_p217_inventory_exact,"Seine, Caudebec-en-Caux",B 12,"Boudin view of Caudebec-en-Caux.jpg;MuMA - Boudin - La Seine, Caudebec-en-Caux.JPG",False,old P217 match lacks Louvre collection/location constraint; Wikidata P217 does not match catalog inventory; source title/filename/attribution disagree with catalog identity,QUARANTINED_MISMATCH,0.0,0.0
cl010113285,Châsse : Crucifixion entre deux apôtres ; Christ en majesté parmi quatre apôtres,,,wikimedia_commons,https://commons.wikimedia.org/wiki/File:Ch%C3%A2sse_Louvre_OA_6183.jpg,Q115860615,Châsse_Louvre_OA_6183.jpg,,APPROVED,CC BY-SA 4.0,wikidata_p217_inventory_exact,Châsse avec décor de Crucifixion entre deux apôtres (A) et Christ en majesté parmi quatre apôtres (B),OA 6183,Châsse Louvre OA 6183.jpg,False,Wikidata P217 inventory + P18 file + strong title/metadata agreement,VERIFIED,0.4091,0.6923
cl010122697,orthostate,,,wikimedia_commons,https://commons.wikimedia.org/wiki/File:Person_carrying_an_ibex_and_poppy_flower-AO_19872-panoramio_(12).jpeg,Q63704086,Person_carrying_an_ibex_and_poppy_flower-AO_19872-panoramio_(12).jpeg,,APPROVED,Public domain,wikidata_p217_inventory_exact,Person carrying an ibex and poppy flower-AO 19872,AO 19872,Person carrying an ibex and poppy flower-AO 19872-panoramio (12).jpeg,False,old P217 match lacks Louvre collection/location constraint; source title/filename/attribution disagree with catalog identity,QUARANTINED_MISMATCH,0.0,0.0
cl010005261,Stèle de Néfertiabet,,,wikimedia_commons,https://commons.wikimedia.org/wiki/File:Princess_Nefertiabet_before_her_meal-E_15591-IMG_9645-gradient.jpg,Q58004950,Princess_Nefertiabet_before_her_meal-E_15591-IMG_9645-gradient.jpg,,APPROVED,CC BY-SA 3.0 fr,wikidata_p217_inventory_exact,Stele of Nefertiabet-E 15591,E 15591,Princess Nefertiabet before her meal-E 15591-IMG 9645-gradient.jpg,False,insufficient strong identity evidence,UNRESOLVED,0.1429,0.2
cl010009499,relief mural ; bloc de paroi,,,wikimedia_commons,"https://commons.wikimedia.org/wiki/File:Entr%C3%A9e_des_jet%C3%A9es_du_Havre_par_gros_temps_(Eug%C3%A8ne_Boudin,_1824-1898).jpg",Q18918039,"Entrée_des_jetées_du_Havre_par_gros_temps_(Eugène_Boudin,_1824-1898).jpg",,APPROVED,CC BY-SA 2.0,wikidata_p217_inventory_exact,Entrance to the Le Havre piers in heavy weather,B 10;B10,"Entrée des jetées du Havre par gros temps (Eugène Boudin, 1824-1898).jpg;Eugène Boudin, Entrée des jetées du Havre par gros temps, 1895.jpg",False,old P217 match lacks Louvre collection/location constraint; Wikidata P217 does not match catalog inventory; source title/filename/attribution disagree with catalog identity,QUARANTINED_MISMATCH,0.0,0.0
cl010010848,relief mural ; bloc de paroi,,,wikimedia_commons,"https://commons.wikimedia.org/wiki/File:Barlach,_Ernst_-_Vision.jpg",Q135643831,"Barlach,_Ernst_-_Vision.jpg",,APPROVED,Public domain,wikidata_p217_inventory_exact,The Vision,B 73,"Barlach, Ernst - Vision.jpg",False,old P217 match lacks Louvre collection/location constraint; Wikidata P217 does not match catalog inventory; source title/filename/attribution disagree with catalog identity,QUARANTINED_MISMATCH,0.0,0.0
cl010020438,plaquette  ; incrustation,,,wikimedia_commons,https://commons.wikimedia.org/wiki/File:Foreign_prisoner-E_7691_A-IMG_0411-gradient.jpg,Q65088634,Foreign_prisoner-E_7691_A-IMG_0411-gradient.jpg,,APPROVED,CC BY-SA 3.0 fr,wikidata_p217_inventory_exact,Foreign prisoner-E 7691 A,E 7691 A,Foreign prisoner-E 7691 A-IMG 0411-gradient.jpg,False,old P217 match lacks Louvre collection/location constraint; source title/filename/attribution disagree with catalog identity,QUARANTINED_MISMATCH,0.0,0.0
cl010130362,plaque de mors,,,wikimedia_commons,https://commons.wikimedia.org/wiki/File:Plaque_de_mors_en_forme_de_g%C3%A9nie_ail%C3%A9_et_cornu_-_Mus%C3%A9e_du_Louvre_Antiquit%C3%A9s_orientales_AO_20530.jpg,Q121143257,Plaque_de_mors_en_forme_de_génie_ailé_et_cornu_-_Musée_du_Louvre_Antiquités_orientales_AO_20530.jpg,,APPROVED,CC0,wikidata_p217_inventory_exact,Cheek plate in the form of a winged genius with horns,AO 20530,Plaque de mors en forme de génie ailé et cornu - Musée du Louvre Antiquités orientales AO 20530.jpg,False,insufficient strong identity evidence,UNRESOLVED,0.2105,0.1176
cl010007335,vase plastique,,,wikimedia_commons,https://commons.wikimedia.org/wiki/File:Vase_plastique_en_forme_de_tortue_-_Mus%C3%A9e_du_Louvre_Antiquit%C3%A9s_%C3%A9gyptiennes_E_11175.jpg,Q58883641,Vase_plastique_en_forme_de_tortue_-_Musée_du_Louvre_Antiquités_égyptiennes_E_11175.jpg,,APPROVED,CC0,wikidata_p217_inventory_exact,Tortoise-E 11175,E 11175,Vase plastique en forme de tortue - Musée du Louvre Antiquités égyptiennes E 11175.jpg,False,Wikidata P217 inventory + P18 file + strong title/metadata agreement,VERIFIED,0.3333,0.2
cl010008959,vase double,,,wikimedia_commons,https://commons.wikimedia.org/wiki/File:Double_vase-E_10838_B-IMG_9481-gradient.jpg,Q64896984,Double_vase-E_10838_B-IMG_9481-gradient.jpg,,APPROVED,CC BY-SA 3.0 fr,wikidata_p217_inventory_exact,Double vase-E 10838 B,E 10838 B,Double vase-E 10838 B-IMG 9481-gradient.jpg,False,insufficient strong identity evidence,UNRESOLVED,0.2,0.3333
cl010022843,Stèle de Sénouséret,,,wikimedia_commons,https://commons.wikimedia.org/wiki/File:Lesongedejoseph_N172-739.jpg,Q56599275,Lesongedejoseph_N172-739.jpg,,APPROVED,CC BY-SA 4.0,wikidata_p217_inventory_exact,Chapiteau avec scène de l'Annonciation et du Songe de Joseph,N 172,Lesongedejoseph N172-739.jpg;Lesongedejoseph N172-740.jpg;Lesongedejoseph N172-741.jpg,False,old P217 match lacks Louvre collection/location constraint; source title/filename/attribution disagree with catalog identity,QUARANTINED_MISMATCH,0.0,0.0
cl010025361,stèle cintrée ; stèle à un registre,,,wikimedia_commons,https://commons.wikimedia.org/wiki/File:F5394_Louvre_expo_Napata_stele_Ousersatet_rwk.jpg,Q115566232,F5394_Louvre_expo_Napata_stele_Ousersatet_rwk.jpg,,APPROVED,CC BY-SA 4.0,wikidata_p217_inventory_exact,Stele of the vice-roy of Kush,E 17341,F5394 Louvre expo Napata stele Ousersatet rwk.jpg,False,insufficient strong identity evidence,UNRESOLVED,0.0625,0.0833
cl010123460,peinture murale,,,wikimedia_commons,https://commons.wikimedia.org/wiki/File:Peinture_murale_avec_sc%C3%A8ne_de_chasse_-_Mus%C3%A9e_du_Louvre_Antiquit%C3%A9s_orientales_AO_17310_-_photo_2.jpg,Q106874005,Peinture_murale_avec_scène_de_chasse_-_Musée_du_Louvre_Antiquités_orientales_AO_17310_-_photo_2.jpg,,APPROVED,CC0,wikidata_p217_inventory_exact,Hunting Scene Wall Plaster,AO 17310,"Dura-Europos archival photograph, YUAG negative number dura-g826a~01 -object-id-3599.jpg;Peinture murale avec scène de chasse - Musée du Louvre Antiquités orientales AO 17310 - photo 2.jpg",True,Wikidata P217 inventory + Louvre collection/location + P18 file + title/metadata agreement,VERIFIED,0.25,0.1429
cl010219987,Main de marionnette,,,wikimedia_commons,https://commons.wikimedia.org/wiki/File:Pieter_Rysbraeck_-_Italienische_Landschaft_-_7451_-_Bavarian_State_Painting_Collections.jpg,Q29918969,Pieter_Rysbraeck_-_Italienische_Landschaft_-_7451_-_Bavarian_State_Painting_Collections.jpg,,APPROVED,Public domain,wikidata_p217_inventory_exact,,7451,Pieter Rysbraeck - Italienische Landschaft - 7451 - Bavarian State Painting Collections.jpg,False,old P217 match lacks Louvre collection/location constraint; Wikidata P217 does not match catalog inventory; source title/filename/attribution disagree with catalog identity,QUARANTINED_MISMATCH,0.0,0.0
cl010149285,vase,,,wikimedia_commons,https://commons.wikimedia.org/wiki/File:1475_Muttergottes_Madonna_and_Child_Bodemuseum_anagoria.JPG,Q128053640,1475_Muttergottes_Madonna_and_Child_Bodemuseum_anagoria.JPG,,APPROVED,CC BY 3.0,wikidata_p217_inventory_exact,,M. 138,1475 Muttergottes Madonna and Child Bodemuseum anagoria.JPG,False,old P217 match lacks Louvre collection/location constraint; Wikidata P217 does not match catalog inventory; source title/filename/attribution disagree with catalog identity,QUARANTINED_MISMATCH,0.0,0.0
cl010148866,hache,,,wikimedia_commons,https://commons.wikimedia.org/wiki/File:Axe-AO_24013-IMG_0774.JPG,Q112288147,Axe-AO_24013-IMG_0774.JPG,,APPROVED,CC BY-SA 3.0 fr,wikidata_p217_inventory_exact,Axehead,AO 24013,Axe-AO 24013-IMG 0774.JPG,False,old P217 match lacks Louvre collection/location constraint; source title/filename/attribution disagree with catalog identity,QUARANTINED_MISMATCH,0.0,0.0
cl010257984,statuette,,,wikimedia_commons,https://commons.wikimedia.org/wiki/File:Domenico_Fetti_-_The_Guardian_Angel_Protecting_a_Child_from_the_Empire_of_the_Demon_-_WGA7849.jpg,Q18573333,Domenico_Fetti_-_The_Guardian_Angel_Protecting_a_Child_from_the_Empire_of_the_Demon_-_WGA7849.jpg,,APPROVED,Public domain,wikidata_p217_inventory_exact,The Guardian Angel,INV 282;MR 214,Domenico Fetti - The Guardian Angel Protecting a Child from the Empire of the Demon - WGA7849.jpg,False,old P217 match lacks Louvre collection/location constraint; Wikidata P217 does not match catalog inventory; source title/filename/attribution disagree with catalog identity,QUARANTINED_MISMATCH,0.0,0.0
cl010118606,Plaquette : femme allaitant,,,wikimedia_commons,https://commons.wikimedia.org/wiki/File:Fran%C3%A7oise_Foliot_-_Femme_allaitant.jpg,Q74709934,Françoise_Foliot_-_Femme_allaitant.jpg,,APPROVED,CC BY-SA 4.0,wikidata_p217_inventory_exact,woman with child-AO 12570,AO 12570,Françoise Foliot - Femme allaitant.jpg,False,insufficient strong identity evidence,UNRESOLVED,0.1818,0.25
cl010118358,modèle,,,wikimedia_commons,https://commons.wikimedia.org/wiki/File:Comb-like_idole-AO_17589-IMG_4635-gradient.jpg,Q55065701,Comb-like_idole-AO_17589-IMG_4635-gradient.jpg,,APPROVED,CC BY-SA 3.0 fr,wikidata_p217_inventory_exact,Comb-like idole-AO 17589,AO 17589,Comb-like idole-AO 17589-IMG 4635-gradient.jpg,False,old P217 match lacks Louvre collection/location constraint; source title/filename/attribution disagree with catalog identity,QUARANTINED_MISMATCH,0.0,0.0
cl010279209,statue,,,wikimedia_commons,https://commons.wikimedia.org/wiki/File:Maenad_Louvre_Ma_911.jpg,Q106045575,Maenad_Louvre_Ma_911.jpg,,APPROVED,Public domain,wikidata_p217_inventory_exact,"Ménade, Bacchante",MR 101;Ma 911,Maenad Louvre Ma 911.jpg,False,old P217 match lacks Louvre collection/location constraint; source title/filename/attribution disagree with catalog identity,QUARANTINED_MISMATCH,0.0,0.0
